Ticker,Name,Sector,Industry
PANW,Palo Alto Networks Inc.,Technology,Software - Infrastructure
PAYC,Paycom Software Inc.,Technology,Software - Application
PAYX,Paychex Inc.,Technology,Software - Application
PAYX,Paychex Inc.,Technology,Software - Application
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
PCG,PG&E Corporation,Utilities,Utilities - Regulated Electric
PDD,PDD Holdings Inc.,Consumer Cyclical,Internet Retail
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric
PEP,PepsiCo Inc.,Consumer Defensive,Beverages - Non-Alcoholic
PEP,PepsiCo Inc.,Consumer Defensive,Beverages - Non-Alcoholic
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General
PFG,Principal Financial Group Inc.,Financial Services,Asset Management
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery
PHM,PulteGroup Inc.,Consumer Cyclical,Residential Construction
PKG,Packaging Corporation of America,Consumer Cyclical,Packaging & Containers
PLD,Prologis Inc.,Real Estate,REIT - Industrial
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco
PNC,The PNC Financial Services Group Inc.,Financial Services,Banks - Regional
PNR,Pentair plc,Industrials,Specialty Industrial Machinery
PNW,Pinnacle West Capital Corporation,Utilities,Utilities - Regulated Electric
PODD,Insulet Corporation,Healthcare,Medical Devices
POOL,Pool Corporation,Industrials,Industrial Distribution
PPG,PPG Industries Inc.,Basic Materials,Specialty Chemicals
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric
PRU,Prudential Financial Inc.,Financial Services,Insurance - Life
PSA,Public Storage,Real Estate,REIT - Industrial
PSKY,Paramount Skydance Corporation,Communication Services,Entertainment
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing
PTC,PTC Inc.,Technology,Software - Application
PWR,Quanta Services Inc.,Industrials,Engineering & Construction
PYPL,PayPal Holdings Inc.,Financial Services,Credit Services
PYPL,PayPal Holdings Inc.,Financial Services,Credit Services
QCOM,QUALCOMM Incorporated,Technology,Semiconductors
QCOM,QUALCOMM Incorporated,Technology,Semiconductors
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services
REG,Regency Centers Corporation,Real Estate,REIT - Retail
REGN,Regeneron Pharmaceuticals Inc.,Healthcare,Biotechnology
REGN,Regeneron Pharmaceuticals Inc.,Healthcare,Biotechnology
RF,Regions Financial Corporation,Financial Services,Banks - Regional
RJF,Raymond James Financial Inc.,Financial Services,Asset Management
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies
ROK,Rockwell Automation Inc.,Industrials,Specialty Industrial Machinery
ROL,Rollins Inc.,Consumer Cyclical,Personal Services
ROP,Roper Technologies Inc.,Technology,Software - Application
ROP,Roper Technologies Inc.,Technology,Software - Application
ROST,Ross Stores Inc.,Consumer Cyclical,Apparel Retail
ROST,Ross Stores Inc.,Consumer Cyclical,Apparel Retail
RSG,Republic Services Inc.,Industrials,Waste Management
RTX,RTX Corporation,Industrials,Aerospace & Defense
RVTY,Revvity Inc.,Healthcare,Diagnostics & Research
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants
SCHW,The Charles Schwab Corporation,Financial Services,Capital Markets
SHOP,Shopify Inc.,Technology,Software - Application
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods
SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services
SMCI,Super Micro Computer Inc.,Technology,Computer Hardware
SNA,Snap-on Incorporated,Industrials,Tools & Accessories
SNPS,Synopsys Inc.,Technology,Software - Infrastructure
SNPS,Synopsys Inc.,Technology,Software - Infrastructure
SO,The Southern Company,Utilities,Utilities - Regulated Electric
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies
SPG,Simon Property Group Inc.,Real Estate,REIT - Retail
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges
SRE,Sempra,Utilities,Utilities - Diversified
STE,STERIS plc,Healthcare,Medical Devices
STLD,Steel Dynamics Inc.,Basic Materials,Steel
STT,State Street Corporation,Financial Services,Asset Management
STX,Seagate Technology Holdings plc,Technology,Computer Hardware
STZ,Constellation Brands Inc.,Consumer Defensive,Beverages - Brewers
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers
SWK,Stanley Black & Decker Inc.,Industrials,Tools & Accessories
SWKS,Skyworks Solutions Inc.,Technology,Semiconductors
SYF,Synchrony Financial,Financial Services,Credit Services
SYK,Stryker Corporation,Healthcare,Medical Devices
SYY,Sysco Corporation,Consumer Defensive,Food Distribution
T,AT&T Inc.,Communication Services,Telecom Services
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments
TEAM,Atlassian Corporation,Technology,Software - Application
TECH,Bio-Techne Corporation,Healthcare,Biotechnology
TEL,TE Connectivity plc,Technology,Electronic Components
TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials
TFC,Truist Financial Corporation,Financial Services,Banks - Regional
TGT,Target Corporation,Consumer Defensive,Discount Stores
TJX,The TJX Companies Inc.,Consumer Cyclical,Apparel Retail
TKO,TKO Group Holdings Inc.,Communication Services,Entertainment
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research
TMUS,T-Mobile US Inc.,Communication Services,Telecom Services
TMUS,T-Mobile US Inc.,Communication Services,Telecom Services
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P
TPR,Tapestry Inc.,Consumer Cyclical,Luxury Goods
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments
TROW,T. Rowe Price Group Inc.,Financial Services,Asset Management
TRV,The Travelers Companies Inc.,Financial Services,Insurance - Property & Casualty
TRV,The Travelers Companies Inc.,Financial Services,Insurance - Property & Casualty
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail
TSLA,Tesla Inc.,Consumer Cyclical,Auto Manufacturers
TSLA,Tesla Inc.,Consumer Cyclical,Auto Manufacturers
TSN,Tyson Foods Inc.,Consumer Defensive,Farm Products
TT,Trane Technologies plc,Industrials,Building Products & Equipment
TTD,The Trade Desk Inc.,Communication Services,Advertising Agencies
TTD,The Trade Desk Inc.,Communication Services,Advertising Agencies
TTWO,Take-Two Interactive Software Inc.,Communication Services,Electronic Gaming & Multimedia
TTWO,Take-Two Interactive Software Inc.,Communication Services,Electronic Gaming & Multimedia
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXT,Textron Inc.,Industrials,Aerospace & Defense
TYL,Tyler Technologies Inc.,Technology,Software - Application
UAL,United Airlines Holdings Inc.,Industrials,Airlines
UBER,Uber Technologies Inc.,Technology,Software - Application
UDR,UDR Inc.,Real Estate,REIT - Residential
UHS,Universal Health Services Inc.,Healthcare,Medical Care Facilities
ULTA,Ulta Beauty Inc.,Consumer Cyclical,Specialty Retail
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans
UNP,Union Pacific Corporation,Industrials,Railroads
UPS,United Parcel Service Inc.,Industrials,Integrated Freight & Logistics
URI,United Rentals Inc.,Industrials,Rental & Leasing Services
USB,U.S. Bancorp,Financial Services,Banks - Regional
V,Visa Inc.,Financial Services,Credit Services
V,Visa Inc.,Financial Services,Credit Services
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls
VMC,Vulcan Materials Company,Basic Materials,Building Materials
VRSK,Verisk Analytics Inc.,Industrials,Consulting Services
VRSK,Verisk Analytics Inc.,Industrials,Consulting Services
VRSN,VeriSign Inc.,Technology,Software - Infrastructure
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers
VTR,Ventas Inc.,Real Estate,REIT - Healthcare Facilities
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
VZ,Verizon Communications Inc.,Communication Services,Telecom Services
VZ,Verizon Communications Inc.,Communication Services,Telecom Services
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads
WAT,Waters Corporation,Healthcare,Diagnostics & Research
WBD,Warner Bros. Discovery Inc.,Communication Services,Entertainment
WBD,Warner Bros. Discovery Inc.,Communication Services,Entertainment
WDAY,Workday Inc.,Technology,Software - Application
WDAY,Workday Inc.,Technology,Software - Application
WDC,Western Digital Corporation,Technology,Computer Hardware
WEC,WEC Energy Group Inc.,Utilities,Utilities - Regulated Electric
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified
WM,Waste Management Inc.,Industrials,Waste Management
WMB,The Williams Companies Inc.,Energy,Oil & Gas Midstream
WMT,Walmart Inc.,Consumer Defensive,Discount Stores
WMT,Walmart Inc.,Consumer Defensive,Discount Stores
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty
WSM,Williams-Sonoma Inc.,Consumer Cyclical,Specialty Retail
WST,West Pharmaceutical Services Inc.,Healthcare,Medical Instruments & Supplies
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty
WYNN,Wynn Resorts Limited,Consumer Cyclical,Resorts & Casinos
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric
XOM,Exxon Mobil Corporation,Energy,Oil & Gas Integrated
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery
XYZ,Block Inc.,Technology,Software - Infrastructure
YUM,Yum! Brands Inc.,Consumer Cyclical,Restaurants
ZBH,Zimmer Biomet Holdings Inc.,Healthcare,Medical Devices
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment
ZS,Zscaler Inc.,Technology,Software - Infrastructure
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic
